event_id,hit_second_leg,first_hit_minute,final_opposite_prob,first_leg_wins_if_unhedged,pnl_per_contract
sim_000411,False,,0.660709669934002,True,0.6
sim_000412,False,,0.6812109165510941,True,0.6
sim_000413,False,,0.5369870534194116,False,-0.4
sim_000414,False,,0.6433837299267401,False,-0.4
sim_000415,False,,0.43478338878236916,False,-0.4
sim_000416,False,,0.4714608430895645,True,0.6
sim_000417,False,,0.655164665024027,True,0.6
sim_000418,False,,0.8068002650149352,False,-0.4
sim_000419,False,,0.488547889075603,False,-0.4
sim_000420,False,,0.5369229488111367,False,-0.4
sim_000421,False,,0.4667599404886872,True,0.6
sim_000422,False,,0.5872518849687138,False,-0.4
sim_000423,True,14.25,0.29365304905820894,True,0.19499999999999995
sim_000424,False,,0.6792211956005656,False,-0.4
sim_000425,False,,0.5490563711993657,False,-0.4
sim_000426,False,,0.8004442103386965,True,0.6
sim_000427,False,,0.5929818661780573,False,-0.4
sim_000428,False,,0.5931897188484749,True,0.6
sim_000429,False,,0.7185714116511531,True,0.6
sim_000430,False,,0.6443201794610628,True,0.6
sim_000431,False,,0.5142933474149768,False,-0.4
sim_000432,False,,0.6336338360889568,True,0.6
sim_000433,False,,0.6196217275431675,True,0.6
sim_000434,False,,0.7051412692221949,False,-0.4
sim_000435,False,,0.6652980149648255,True,0.6
sim_000436,True,13.75,0.40422128218288705,True,0.19499999999999995
sim_000437,False,,0.6319127242879243,True,0.6
sim_000438,False,,0.46380876102055,True,0.6
sim_000439,True,28.25,0.40952388296922604,False,0.19499999999999995
sim_000440,False,,0.5377034870818861,False,-0.4
sim_000441,False,,0.6634432206860563,False,-0.4
sim_000442,False,,0.6541935790997787,True,0.6
sim_000443,False,,0.6374107179773248,False,-0.4
sim_000444,False,,0.6378731282027468,False,-0.4
sim_000445,False,,0.5843834420000037,True,0.6
sim_000446,False,,0.6484524023386646,False,-0.4
sim_000447,False,,0.6282589811914556,False,-0.4
sim_000448,False,,0.5071003266945125,True,0.6
sim_000449,False,,0.6376229436120779,False,-0.4
sim_000450,False,,0.6579768955516857,True,0.6
sim_000451,False,,0.60360671034967,True,0.6
sim_000452,False,,0.626548766729515,True,0.6
sim_000453,False,,0.5623840359422672,True,0.6
sim_000454,False,,0.5940393946087802,False,-0.4
sim_000455,False,,0.7189180459701391,False,-0.4
sim_000456,False,,0.7364026277602387,False,-0.4
sim_000457,False,,0.6981522090498167,False,-0.4
sim_000458,False,,0.5972183638948612,False,-0.4
sim_000459,False,,0.5768229889107087,True,0.6
sim_000460,False,,0.6448821960915596,True,0.6
sim_000461,False,,0.6332663529969886,False,-0.4
sim_000462,False,,0.5615928137715609,False,-0.4
sim_000463,False,,0.6619207486285078,False,-0.4
sim_000464,False,,0.7004656717062617,False,-0.4
sim_000465,False,,0.5534075414344065,False,-0.4
sim_000466,False,,0.5546686253966783,True,0.6
sim_000467,False,,0.5683597290252342,True,0.6
sim_000468,False,,0.542074663664863,False,-0.4
sim_000469,False,,0.6116150978769089,True,0.6
sim_000470,False,,0.531439350331151,False,-0.4
sim_000471,False,,0.6465629598983538,True,0.6
sim_000472,False,,0.57756682114887,True,0.6
sim_000473,False,,0.6119878028471933,True,0.6
sim_000474,False,,0.5031216821219283,True,0.6
sim_000475,False,,0.616889883311481,False,-0.4
sim_000476,False,,0.6017001963174442,False,-0.4
sim_000477,False,,0.6536704961100406,True,0.6
sim_000478,False,,0.5947650039650803,False,-0.4
sim_000479,False,,0.6013745868117959,True,0.6
sim_000480,False,,0.6849092312039282,False,-0.4
sim_000481,False,,0.6906933981467283,True,0.6
sim_000482,False,,0.6972286182843325,True,0.6
sim_000483,False,,0.579941130591823,False,-0.4
sim_000484,False,,0.6267377985446843,False,-0.4
sim_000485,False,,0.5624432031763414,False,-0.4
sim_000486,False,,0.6331345561644809,False,-0.4
sim_000487,False,,0.624006737848606,False,-0.4
sim_000488,False,,0.590037516697812,True,0.6
sim_000489,False,,0.7962526108272484,False,-0.4
sim_000490,False,,0.6321193283106084,False,-0.4
sim_000491,False,,0.5984126531319046,False,-0.4
sim_000492,False,,0.5181553185005441,False,-0.4
sim_000493,False,,0.613148434940426,False,-0.4
sim_000494,False,,0.6188718964307378,False,-0.4
sim_000495,False,,0.5266966879763256,True,0.6
sim_000496,False,,0.6366230134729669,True,0.6
sim_000497,False,,0.4708252987057315,False,-0.4
sim_000498,False,,0.5560027304867758,False,-0.4
sim_000499,False,,0.6875961424049303,False,-0.4
sim_000500,False,,0.5110941693240526,True,0.6
sim_000501,False,,0.6180820688902243,False,-0.4
sim_000502,False,,0.6583901778702287,True,0.6
sim_000503,False,,0.5635408167932634,True,0.6
sim_000504,False,,0.6854279017640456,True,0.6
sim_000505,False,,0.5800728728620399,False,-0.4
sim_000506,False,,0.6905487673816335,True,0.6
sim_000507,False,,0.5730805302639365,True,0.6
sim_000508,False,,0.5641640512140754,True,0.6
sim_000509,False,,0.6397784256023173,False,-0.4
sim_000510,False,,0.6384192894842162,True,0.6
sim_000511,False,,0.6118866348475731,False,-0.4
sim_000512,False,,0.6989789767587844,True,0.6
sim_000513,True,31.25,0.4061427426789452,True,0.19499999999999995
sim_000514,False,,0.511203622462927,False,-0.4
sim_000515,False,,0.5384466585521809,False,-0.4
sim_000516,False,,0.7225450277290787,True,0.6
sim_000517,False,,0.6325569933568246,False,-0.4
sim_000518,False,,0.4420711627270653,False,-0.4
sim_000519,False,,0.6307404647923871,False,-0.4
sim_000520,False,,0.6600948155304307,True,0.6
sim_000521,False,,0.5642366339468285,True,0.6
sim_000522,False,,0.6571368195088653,True,0.6
sim_000523,False,,0.518349668139014,True,0.6
sim_000524,False,,0.5798678608765966,False,-0.4
sim_000525,False,,0.6126448305724397,False,-0.4
sim_000526,False,,0.44032147179768777,False,-0.4
sim_000527,False,,0.6210013620702063,True,0.6
sim_000528,False,,0.6341476189053696,False,-0.4
sim_000529,False,,0.6650302981666125,False,-0.4
sim_000530,False,,0.5270498009686101,True,0.6
sim_000531,False,,0.6151485441601197,False,-0.4
sim_000532,False,,0.6794287865801166,False,-0.4
sim_000533,True,17.75,0.42444209668056976,False,0.19499999999999995
sim_000534,False,,0.554721341877471,False,-0.4
sim_000535,False,,0.6730053645664649,False,-0.4
sim_000536,False,,0.7002921399454902,False,-0.4
sim_000537,False,,0.5875282758226987,True,0.6
sim_000538,False,,0.5769689175303062,False,-0.4
sim_000539,False,,0.608748700229402,False,-0.4
sim_000540,False,,0.5401824687819721,False,-0.4
sim_000541,True,21.0,0.4742368294032498,False,0.19499999999999995
sim_000542,False,,0.4229685269584266,False,-0.4
sim_000543,False,,0.6352126681382415,True,0.6
sim_000544,False,,0.4820407079941319,True,0.6
sim_000545,False,,0.62785873278062,True,0.6
sim_000546,False,,0.6185485974447629,True,0.6
sim_000547,False,,0.6198710429988009,True,0.6
sim_000548,False,,0.4638537160216716,False,-0.4
sim_000549,False,,0.5370503748629122,False,-0.4
sim_000550,False,,0.41600049259783956,False,-0.4
sim_000551,False,,0.7120618167301908,False,-0.4
sim_000552,False,,0.5363146320978737,True,0.6
sim_000553,False,,0.5054536029765675,True,0.6
